# Soundist 电台音频完整下载地址
# 来源：prototypes/mobile-interactive/src/app/radioCatalog.ts
# 开放精选频道：24
# 曲目位置：312
# 去重音频：294
# 格式：ID | 标题 | 直接下载地址 | 来源页面

calm-bgm | Calm BGM | https://opengameart.org/sites/default/files/041415calmbgm_0.ogg | https://opengameart.org/content/calm-bgm
calm-fireplace-guitar | Calm Fireplace Guitar | https://opengameart.org/sites/default/files/calm_fireplace_guitar_song_0.mp3 | https://opengameart.org/content/calm-fireplace-guitar-song
cello-bach-allemande | 第一无伴奏大提琴组曲：阿勒曼德 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Bach%20-%20Cello%20Suite%20no.%201%20in%20G%20major%2C%20BWV%201007%20-%20II.%20Allemande.ogg | https://commons.wikimedia.org/wiki/File:Bach%20-%20Cello%20Suite%20no.%201%20in%20G%20major%2C%20BWV%201007%20-%20II.%20Allemande.ogg
cello-bach-allemande-john-michel | 第一无伴奏大提琴组曲：阿勒曼德 | https://commons.wikimedia.org/wiki/Special:Redirect/file/JOHN%20MICHEL%20CELLO-J%20S%20BACH%20CELLO%20SUITE%201%20in%20G%20Allemande.ogg | https://commons.wikimedia.org/wiki/File:JOHN%20MICHEL%20CELLO-J%20S%20BACH%20CELLO%20SUITE%201%20in%20G%20Allemande.ogg
cello-bach-casals-prelude | 第一无伴奏大提琴组曲：前奏曲（卡萨尔斯） | https://commons.wikimedia.org/wiki/Special:Redirect/file/Bach%20-%20Cello%20Suite%20no.%201%20in%20G%20major%2C%20BWV%201007%20-%20I.%20Pr%C3%A9lude.ogg | https://commons.wikimedia.org/wiki/File:Bach%20-%20Cello%20Suite%20no.%201%20in%20G%20major%2C%20BWV%201007%20-%20I.%20Pr%C3%A9lude.ogg
cello-bach-cc0-prelude | 第一无伴奏大提琴组曲：前奏曲 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Bach%20Cello%20Suite%201%20Prelude%20(BWV%201007)%20Played%20by%20Chris.ogg | https://commons.wikimedia.org/wiki/File:Bach%20Cello%20Suite%201%20Prelude%20(BWV%201007)%20Played%20by%20Chris.ogg
cello-bach-gigue | 第一无伴奏大提琴组曲：吉格 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Bach%20-%20Cello%20Suite%20no.%201%20in%20G%20major%2C%20BWV%201007%20-%20VI.%20Gigue.ogg | https://commons.wikimedia.org/wiki/File:Bach%20-%20Cello%20Suite%20no.%201%20in%20G%20major%2C%20BWV%201007%20-%20VI.%20Gigue.ogg
cello-bach-sarabande | 第一无伴奏大提琴组曲：萨拉班德 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Bach%20-%20Cello%20Suite%20no.%201%20in%20G%20major%2C%20BWV%201007%20-%20IV.%20Sarabande.ogg | https://commons.wikimedia.org/wiki/File:Bach%20-%20Cello%20Suite%20no.%201%20in%20G%20major%2C%20BWV%201007%20-%20IV.%20Sarabande.ogg
cello-debussy-beau-soir | 美丽的夜：大提琴版 | https://commons.wikimedia.org/wiki/Special:Redirect/file/CELLO%20LIVE%20PERFORMANCES%20JOHN%20MICHEL-DEBUSSY%20BEAU%20SOIR.ogg | https://commons.wikimedia.org/wiki/File:CELLO%20LIVE%20PERFORMANCES%20JOHN%20MICHEL-DEBUSSY%20BEAU%20SOIR.ogg
cello-faure-elegie | 悲歌 Op.24 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Faure%20-%20Elegie.ogg | https://commons.wikimedia.org/wiki/File:Faure%20-%20Elegie.ogg
cello-saint-saens-swan | 天鹅 | https://commons.wikimedia.org/wiki/Special:Redirect/file/20091104%20Alisa%20Weilerstein%20and%20Jason%20Yoder%20-%20Saint%20Sa%C3%ABns'%20The%20Swan.ogg | https://commons.wikimedia.org/wiki/File:20091104%20Alisa%20Weilerstein%20and%20Jason%20Yoder%20-%20Saint%20Sa%C3%ABns'%20The%20Swan.ogg
cello-vivaldi-allegro-one | G大调大提琴协奏曲 I | https://commons.wikimedia.org/wiki/Special:Redirect/file/Vivaldi%20-%20Cello%20Concerto%20Gmaj%20-%201.%20Allegro.ogg | https://commons.wikimedia.org/wiki/File:Vivaldi%20-%20Cello%20Concerto%20Gmaj%20-%201.%20Allegro.ogg
cello-vivaldi-allegro-three | G大调大提琴协奏曲 III | https://commons.wikimedia.org/wiki/Special:Redirect/file/Vivaldi%20-%20Cello%20Concerto%20Gmaj%20-%203.%20Allegro.ogg | https://commons.wikimedia.org/wiki/File:Vivaldi%20-%20Cello%20Concerto%20Gmaj%20-%203.%20Allegro.ogg
cello-vivaldi-largo | G大调大提琴协奏曲：广板 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Vivaldi%20-%20Cello%20Concerto%20Gmaj%20-%202.%20Largo.ogg | https://commons.wikimedia.org/wiki/File:Vivaldi%20-%20Cello%20Concerto%20Gmaj%20-%202.%20Largo.ogg
chill-beat | Chill Beat | https://commons.wikimedia.org/wiki/Special:Redirect/file/Chill%20Beat.ogg | https://commons.wikimedia.org/wiki/File:Chill%20Beat.ogg
chill-lofi | Chill Lofi | https://opengameart.org/sites/default/files/ChillLofi.ogg | https://opengameart.org/content/chill-lofi-inspired
chilled-lofi | Chilled Lo-fi Beat | https://opengameart.org/sites/default/files/lofi_chill_beat_0.mp3 | https://opengameart.org/content/chilled-lofi-beat
chopin-allegro-concert | 音乐会快板 Op.46 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Allegro%20de%20Concert%20Op.%2046%20in%20A%20Major.mp3 | https://commons.wikimedia.org/wiki/File:Allegro%20de%20Concert%20Op.%2046%20in%20A%20Major.mp3
chopin-ballade-three | 第三叙事曲 Op.47 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Ballade%20no.%203%20-%20Op.%2047.mp3 | https://commons.wikimedia.org/wiki/File:Ballade%20no.%203%20-%20Op.%2047.mp3
chopin-ballade-two | 第二叙事曲 Op.38 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Ballade%20no.%202%20-%20Op.%2038.mp3 | https://commons.wikimedia.org/wiki/File:Ballade%20no.%202%20-%20Op.%2038.mp3
chopin-barcarolle | 船歌 Op.60 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Barcarolle-op-60.ogg | https://commons.wikimedia.org/wiki/File:Barcarolle-op-60.ogg
chopin-barcarolle-cc0 | 船歌 Op.60：开放录音 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Barcarolle%20-%20Chopin.ogg | https://commons.wikimedia.org/wiki/File:Barcarolle%20-%20Chopin.ogg
chopin-berceuse-pd | 摇篮曲 Op.57 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Chopin-Berceuse.ogg | https://commons.wikimedia.org/wiki/File:Chopin-Berceuse.ogg
chopin-canon-f-minor | F小调卡农 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Canon%20in%20F%20minor.mp3 | https://commons.wikimedia.org/wiki/File:Canon%20in%20F%20minor.mp3
chopin-concerto-quartet-one | 第一钢琴协奏曲：室内乐版 I | https://commons.wikimedia.org/wiki/Special:Redirect/file/Chopin%20-%20Piano%20Concerto%20no.%201%2C%20Op.%2011%20(string%20quartet)-1.ogg | https://commons.wikimedia.org/wiki/File:Chopin%20-%20Piano%20Concerto%20no.%201%2C%20Op.%2011%20(string%20quartet)-1.ogg
chopin-concerto-quartet-three | 第一钢琴协奏曲：室内乐版 III | https://commons.wikimedia.org/wiki/Special:Redirect/file/Chopin%20-%20Piano%20Concerto%20no.%201%2C%20Op.%2011%20(string%20quartet)-3.ogg | https://commons.wikimedia.org/wiki/File:Chopin%20-%20Piano%20Concerto%20no.%201%2C%20Op.%2011%20(string%20quartet)-3.ogg
chopin-concerto-quartet-two | 第一钢琴协奏曲：室内乐版 II | https://commons.wikimedia.org/wiki/Special:Redirect/file/Chopin%20-%20Piano%20Concerto%20no.%201%2C%20Op.%2011%20(string%20quartet)-2.ogg | https://commons.wikimedia.org/wiki/File:Chopin%20-%20Piano%20Concerto%20no.%201%2C%20Op.%2011%20(string%20quartet)-2.ogg
chopin-fantaisie-op49 | F小调幻想曲 Op.49 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Chopin%20Fantaisie%20in%20F%20minor%2C%20Op.49.wav | https://commons.wikimedia.org/wiki/File:Chopin%20Fantaisie%20in%20F%20minor%2C%20Op.49.wav
chopin-mazurka-17-4 | A小调玛祖卡 Op.17 No.4 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Frederic%20Chopin%20-%20mazurka%20no.%204%20in%20a%20minor%2C%20op.%2017.ogg | https://commons.wikimedia.org/wiki/File:Frederic%20Chopin%20-%20mazurka%20no.%204%20in%20a%20minor%2C%20op.%2017.ogg
chopin-nocturne-55 | 降E大调夜曲 Op.55 No.2 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Frederic%20Chopin%20-%20nocturne%20no.%202%20in%20e%20flat%20major%2C%20op.%2055.ogg | https://commons.wikimedia.org/wiki/File:Frederic%20Chopin%20-%20nocturne%20no.%202%20in%20e%20flat%20major%2C%20op.%2055.ogg
chopin-nocturne-62 | 降E大调夜曲 Op.62 No.2 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Frederic%20Chopin%20-%20nocturne%20no.%202%20in%20e%20flat%20major%2C%20op.%2062.ogg | https://commons.wikimedia.org/wiki/File:Frederic%20Chopin%20-%20nocturne%20no.%202%20in%20e%20flat%20major%2C%20op.%2062.ogg
choral-handel-glory | 上帝的荣光 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Handel%20-%20messiah%20-%2004%20and%20the%20glory%20of%20the%20lord.ogg | https://commons.wikimedia.org/wiki/File:Handel%20-%20messiah%20-%2004%20and%20the%20glory%20of%20the%20lord.ogg
choral-handel-word | 主发命令 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Handel%20-%20messiah%20-%2037%20the%20lord%20gave%20the%20word.ogg | https://commons.wikimedia.org/wiki/File:Handel%20-%20messiah%20-%2037%20the%20lord%20gave%20the%20word.ogg
choral-pavane | 帕凡舞曲 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Petits%20Chanteurs%20de%20Passy%20-%20Pavane%20de%20Thoinot%20Arbeau.ogg | https://commons.wikimedia.org/wiki/File:Petits%20Chanteurs%20de%20Passy%20-%20Pavane%20de%20Thoinot%20Arbeau.ogg
choral-racine | 拉辛雅歌 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Petits%20Chanteurs%20de%20Passy%20-%20Cantique%20de%20Racine%20de%20Gabriel%20Faure.ogg | https://commons.wikimedia.org/wiki/File:Petits%20Chanteurs%20de%20Passy%20-%20Cantique%20de%20Racine%20de%20Gabriel%20Faure.ogg
choral-resonet-laudibus | 同声欢颂 | https://commons.wikimedia.org/wiki/Special:Redirect/file/ResonetInLaudibus.ogg | https://commons.wikimedia.org/wiki/File:ResonetInLaudibus.ogg
choral-salve-regina | 万福母后 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Petits%20Chanteurs%20de%20Passy%20-%20Salve%20Regina%20de%20Hermann%20Contract.ogg | https://commons.wikimedia.org/wiki/File:Petits%20Chanteurs%20de%20Passy%20-%20Salve%20Regina%20de%20Hermann%20Contract.ogg
choral-tollite | Tollite Hostias | https://commons.wikimedia.org/wiki/Special:Redirect/file/Petits%20Chanteurs%20de%20Passy%20-%20Tollite%20Hostias%20de%20Saint-Saens.ogg | https://commons.wikimedia.org/wiki/File:Petits%20Chanteurs%20de%20Passy%20-%20Tollite%20Hostias%20de%20Saint-Saens.ogg
choral-vivaldi-esurientes | Esurientes | https://commons.wikimedia.org/wiki/Special:Redirect/file/06%20-%20Esurientes.ogg | https://commons.wikimedia.org/wiki/File:06%20-%20Esurientes.ogg
choral-vivaldi-gloria | Gloria | https://commons.wikimedia.org/wiki/Special:Redirect/file/09%20-%20Gloria.ogg | https://commons.wikimedia.org/wiki/File:09%20-%20Gloria.ogg
choral-vivaldi-misericordia | Et Misericordia | https://commons.wikimedia.org/wiki/Special:Redirect/file/03%20-%20Et%20Misericordia.ogg | https://commons.wikimedia.org/wiki/File:03%20-%20Et%20Misericordia.ogg
corelli-christmas-one | 圣诞大协奏曲：第一组段落 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Corelli%20-%20Concerto%20Grosso%20in%20G%20minor%20-%20Christmas%20Concerto%20-%20part%201.ogg | https://commons.wikimedia.org/wiki/File:Corelli%20-%20Concerto%20Grosso%20in%20G%20minor%20-%20Christmas%20Concerto%20-%20part%201.ogg
corelli-christmas-two | 圣诞大协奏曲：第二组段落 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Corelli%20-%20Concerto%20Grosso%20in%20G%20minor%20-%20Christmas%20Concerto%20-%20part%202.ogg | https://commons.wikimedia.org/wiki/File:Corelli%20-%20Concerto%20Grosso%20in%20G%20minor%20-%20Christmas%20Concerto%20-%20part%202.ogg
corelli-op6-no4-one | 大协奏曲 Op.6 No.4 I | https://commons.wikimedia.org/wiki/Special:Redirect/file/Corelli%20-%20Concerto%20Grosso%20Op.%206%20No.%204%20-%201.%20Adagio%20-%20Allegro.ogg | https://commons.wikimedia.org/wiki/File:Corelli%20-%20Concerto%20Grosso%20Op.%206%20No.%204%20-%201.%20Adagio%20-%20Allegro.ogg
couperin-barricades | 神秘的屏障 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Fran%C3%A7ois%20Couperin%20-%20Les%20baricades-mist%C3%A9rieuses.ogg | https://commons.wikimedia.org/wiki/File:Fran%C3%A7ois%20Couperin%20-%20Les%20baricades-mist%C3%A9rieuses.ogg
debussy-arabesque-one-prati | 第一阿拉伯风格曲 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Claude%20Debussy%20-%20Premi%C3%A8re%20Arabesque%20-%20Patrizia%20Prati.ogg | https://commons.wikimedia.org/wiki/File:Claude%20Debussy%20-%20Premi%C3%A8re%20Arabesque%20-%20Patrizia%20Prati.ogg
debussy-arabesque-two | 第二阿拉伯风格曲 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Claude%20Debussy%20-%20Deuxi%C3%A8me%20Arabesque%20-%20Patrizia%20Prati.ogg | https://commons.wikimedia.org/wiki/File:Claude%20Debussy%20-%20Deuxi%C3%A8me%20Arabesque%20-%20Patrizia%20Prati.ogg
debussy-clair-brass | 月光：铜管改编 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Clair%20de%20Lune%20-%20Wright%20Brass%20-%20United%20States%20Air%20Force%20Band%20of%20Flight.mp3 | https://commons.wikimedia.org/wiki/File:Clair%20de%20Lune%20-%20Wright%20Brass%20-%20United%20States%20Air%20Force%20Band%20of%20Flight.mp3
debussy-clair-de-lune-goedhart | 月光 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Clair%20de%20lune%20(Claude%20Debussy)%20Suite%20bergamasque.ogg | https://commons.wikimedia.org/wiki/File:Clair%20de%20lune%20(Claude%20Debussy)%20Suite%20bergamasque.ogg
debussy-doctor-gradus | 博士练习曲 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Debussy%20-%20Doctor%20Gradys%20ad%20Parnassum%20(Children's%20Corner)%20(Piano%20Performance%20by%20eld%C3%BCendes%C3%BCarez).wav | https://commons.wikimedia.org/wiki/File:Debussy%20-%20Doctor%20Gradys%20ad%20Parnassum%20(Children's%20Corner)%20(Piano%20Performance%20by%20eld%C3%BCendes%C3%BCarez).wav
debussy-sketchbook | 素描簿一页 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Claude%20Debussy%20-%20D%C2%B4un%20cahier%20d%C2%B4esquisses%20-%20Eunmi%20Ko.ogg | https://commons.wikimedia.org/wiki/File:Claude%20Debussy%20-%20D%C2%B4un%20cahier%20d%C2%B4esquisses%20-%20Eunmi%20Ko.ogg
debussy-syrinx | 牧神笛 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Debussy%20-%20Syrinx.ogg | https://commons.wikimedia.org/wiki/File:Debussy%20-%20Syrinx.ogg
dream-culture | Dream Culture | https://incompetech.com/music/royalty-free/mp3-royaltyfree/Dream%20Culture.mp3 | https://incompetech.com/music/royalty-free/index.html?isrc=USUAN1300046
dvorak-larghetto | 弦乐小夜曲：小广板 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Dvorak%20-%20Serenade%20for%20Strings%20Op.%2022%20-%20Larghetto.ogg | https://commons.wikimedia.org/wiki/File:Dvorak%20-%20Serenade%20for%20Strings%20Op.%2022%20-%20Larghetto.ogg
dvorak-new-world-largo | 自新大陆交响曲 II：广板 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Antonin%20Dvorak%20-%20symphony%20no.%209%20in%20e%20minor%20'from%20the%20new%20world'%2C%20op.%2095%20-%20ii.%20largo.ogg | https://commons.wikimedia.org/wiki/File:Antonin%20Dvorak%20-%20symphony%20no.%209%20in%20e%20minor%20'from%20the%20new%20world'%2C%20op.%2095%20-%20ii.%20largo.ogg
electronic-piano | Electronic Piano | https://opengameart.org/sites/default/files/electronic.ogg | https://opengameart.org/content/electronic-piano
emotional-piano | Emotional Piano Solo | https://opengameart.org/sites/default/files/emotional_piano_solo_0.ogg | https://opengameart.org/content/emotional-piano-0
end-of-hope | At the End of Hope | https://opengameart.org/sites/default/files/at%20the%20end%20of%20hope.mp3 | https://opengameart.org/content/at-the-end-of-hope
erhu-erquan | 二泉映月 | https://commons.wikimedia.org/wiki/Special:Redirect/file/%E4%BA%8C%E6%B3%89%E6%98%A0%E6%9C%88.ogg | https://commons.wikimedia.org/wiki/File:%E4%BA%8C%E6%B3%89%E6%98%A0%E6%9C%88.ogg
erhu-river | 江河水 | https://commons.wikimedia.org/wiki/Special:Redirect/file/%E6%B1%9F%E6%B2%B3%E6%B0%B4.ogg | https://commons.wikimedia.org/wiki/File:%E6%B1%9F%E6%B2%B3%E6%B0%B4.ogg
exploration | Exploration | https://opengameart.org/sites/default/files/exploration_0.mp3 | https://opengameart.org/content/exploration
fairies-talking | Fairies Talking | https://opengameart.org/sites/default/files/FairiesTalking.ogg | https://opengameart.org/content/sci-fi-adventure-eastern-quiet-piano-loop
faure-berceuse-op56 | 摇篮曲 Op.56 No.1 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Berceuse%20by%20Gabriel%20Faur%C3%A9%20op56%20no1.ogg | https://commons.wikimedia.org/wiki/File:Berceuse%20by%20Gabriel%20Faur%C3%A9%20op56%20no1.ogg
faure-elegie | 悲歌 Op.24 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Faure%20-%20Elegie.ogg | https://commons.wikimedia.org/wiki/File:Faure%20-%20Elegie.ogg
game-bgm | Game BGM | https://commons.wikimedia.org/wiki/Special:Redirect/file/GameBGM.ogg | https://commons.wikimedia.org/wiki/File:GameBGM.ogg
gaohu-linked-buckles | 连环扣 | https://commons.wikimedia.org/wiki/Special:Redirect/file/%E8%BF%9E%E7%8E%AF%E6%89%A3.ogg | https://commons.wikimedia.org/wiki/File:%E8%BF%9E%E7%8E%AF%E6%89%A3.ogg
gaohu-rain-banana | 雨打芭蕉 | https://commons.wikimedia.org/wiki/Special:Redirect/file/%E9%9B%A8%E6%89%93%E8%8A%AD%E8%95%89.ogg | https://commons.wikimedia.org/wiki/File:%E9%9B%A8%E6%89%93%E8%8A%AD%E8%95%89.ogg
glazunov-menestrel | 吟游诗人之歌 Op.71 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Alexander%20Glazunov%20-%20chant%20du%20menestrel%2C%20op.%2071.ogg | https://commons.wikimedia.org/wiki/File:Alexander%20Glazunov%20-%20chant%20du%20menestrel%2C%20op.%2071.ogg
grieg-piano-concerto-adagio | A小调钢琴协奏曲 II：柔板 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Edvard%20Grieg%20-%20piano%20concerto%20in%20a%20minor%2C%20op.%2016%20-%20ii.%20adagio.ogg | https://commons.wikimedia.org/wiki/File:Edvard%20Grieg%20-%20piano%20concerto%20in%20a%20minor%2C%20op.%2016%20-%20ii.%20adagio.ogg
guitar-anonymous-romance | 爱的罗曼史 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Romance%20An%C3%B3nimo%20(Jeux%20interdits).ogg | https://commons.wikimedia.org/wiki/File:Romance%20An%C3%B3nimo%20(Jeux%20interdits).ogg
guitar-el-noi | 母亲之子 | https://commons.wikimedia.org/wiki/Special:Redirect/file/El%20Noi%20de%20la%20Mare%20(guitar).ogg | https://commons.wikimedia.org/wiki/File:El%20Noi%20de%20la%20Mare%20(guitar).ogg
guitar-pachelbel-canon | D大调卡农：吉他版 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Pachelbel%20-%20Canon%20in%20D%20major%2C%20P.%2037%20(Guitar).ogg | https://commons.wikimedia.org/wiki/File:Pachelbel%20-%20Canon%20in%20D%20major%2C%20P.%2037%20(Guitar).ogg
guitar-solo | F♯小调吉他独奏 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Wikipedia%20guitar%20solo.ogg | https://commons.wikimedia.org/wiki/File:Wikipedia%20guitar%20solo.ogg
guitar-sor-op31-1 | 索尔作品 31：第一首 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Sor%20Op%2031%20No%201%20Rec%202.ogg | https://commons.wikimedia.org/wiki/File:Sor%20Op%2031%20No%201%20Rec%202.ogg
guitar-tarrega-gran-vals | 大圆舞曲 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Francisco%20T%C3%A1rrega%20-%20Gran%20Vals.ogg | https://commons.wikimedia.org/wiki/File:Francisco%20T%C3%A1rrega%20-%20Gran%20Vals.ogg
guqin-yangguan-sandie | 阳关三叠 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Guqin-Yangguan%20Sandie.ogg | https://commons.wikimedia.org/wiki/File:Guqin-Yangguan%20Sandie.ogg
guqin-zuiyu-changwan | 醉渔唱晚 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Guqin-Zuiyu%20Changwan.ogg | https://commons.wikimedia.org/wiki/File:Guqin-Zuiyu%20Changwan.ogg
handel-fitzwilliam-three | 菲茨威廉奏鸣曲第三首 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Handel%20-%20Fitzwilliam%20Sonata%203.ogg | https://commons.wikimedia.org/wiki/File:Handel%20-%20Fitzwilliam%20Sonata%203.ogg
harp-meadow-thoughts | Meadow Thoughts | https://opengameart.org/sites/default/files/Meadow%20Thoughts.ogg | https://opengameart.org/content/meadow-thoughts
haydn-lark-one | 云雀四重奏 I：中庸的快板 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Haydn%20StringQuartetInDMajorOp.64%20JosephHaydn-StringQuartetInDOp.645H363Lark-01-AllegroModerato.ogg | https://commons.wikimedia.org/wiki/File:Haydn%20StringQuartetInDMajorOp.64%20JosephHaydn-StringQuartetInDOp.645H363Lark-01-AllegroModerato.ogg
haydn-lark-three | 云雀四重奏 III：小步舞曲 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Haydn%20StringQuartetInDMajorOp.64%20JosephHaydn-StringQuartetInDOp.645H363Lark-03-MenuettoAllegretto.ogg | https://commons.wikimedia.org/wiki/File:Haydn%20StringQuartetInDMajorOp.64%20JosephHaydn-StringQuartetInDOp.645H363Lark-03-MenuettoAllegretto.ogg
incompetech-starry | Starry | https://incompetech.com/music/royalty-free/mp3-royaltyfree/Starry.mp3 | https://incompetech.com/music/royalty-free/index.html?isrc=USUAN1100062
indieteur-revelation | Revelation | https://opengameart.org/sites/default/files/Revelation_0.mp3 | https://opengameart.org/content/revelation
into-stars | Into the Stars | https://opengameart.org/sites/default/files/IntoTheStars.ogg | https://opengameart.org/content/sci-fi-adventure-eastern-quiet-piano-loop
jazz-avant | Avant Jazz | https://commons.wikimedia.org/wiki/Special:Redirect/file/Avant%20Jazz%20(ISRC%20USUAN1100319).mp3 | https://commons.wikimedia.org/wiki/File:Avant%20Jazz%20(ISRC%20USUAN1100319).mp3
jazz-brunch | Jazz Brunch | https://commons.wikimedia.org/wiki/Special:Redirect/file/Jazz%20Brunch%20(ISRC%20USUAN1700074).mp3 | https://commons.wikimedia.org/wiki/File:Jazz%20Brunch%20(ISRC%20USUAN1700074).mp3
jazz-dont-care-blues | Don't Care Blues | https://commons.wikimedia.org/wiki/Special:Redirect/file/Don't%20Care%20Blues%20(10%20inch)%20-%20Mamie%20Smith%20and%20Her%20Jazz%20Hounds.ogg | https://commons.wikimedia.org/wiki/File:Don't%20Care%20Blues%20(10%20inch)%20-%20Mamie%20Smith%20and%20Her%20Jazz%20Hounds.ogg
jazz-memphis-blues | Memphis Blues | https://commons.wikimedia.org/wiki/Special:Redirect/file/Memphis%20Blues-Columbia%20A3813-Ted%20Lewis%20Jazz%20Band.mp3 | https://commons.wikimedia.org/wiki/File:Memphis%20Blues-Columbia%20A3813-Ted%20Lewis%20Jazz%20Band.mp3
jazz-park | Jazz at the Park | https://commons.wikimedia.org/wiki/Special:Redirect/file/Jazz%20at%20the%20park.ogg | https://commons.wikimedia.org/wiki/File:Jazz%20at%20the%20park.ogg
jazz-samba | Modern Jazz Samba | https://commons.wikimedia.org/wiki/Special:Redirect/file/Modern%20Jazz%20Samba%20(ISRC%20USUAN1100153).mp3 | https://commons.wikimedia.org/wiki/File:Modern%20Jazz%20Samba%20(ISRC%20USUAN1100153).mp3
jazz-simple | Jazz No.2 | https://opengameart.org/sites/default/files/jazz_2.ogg | https://opengameart.org/content/jazz-1
joth-contemplation | Contemplation | https://opengameart.org/sites/default/files/Contemplation.mp3 | https://opengameart.org/content/contemplation-0
just-as-soon | Just As Soon | https://incompetech.com/music/royalty-free/mp3-royaltyfree/Just%20As%20Soon.mp3 | https://incompetech.com/music/royalty-free/index.html?isrc=USUAN1100185
kumasi-groove | Kumasi Groove | https://incompetech.com/music/royalty-free/mp3-royaltyfree/Kumasi%20Groove.mp3 | https://incompetech.com/music/royalty-free/index.html?isrc=USUAN1100183
lofi-again | Lofi Again | https://opengameart.org/sites/default/files/lofiagain.ogg | https://opengameart.org/content/lofi-again
lofi-caden-currie | Lofi | https://commons.wikimedia.org/wiki/Special:Redirect/file/Lofi%20by%20Caden%20Currie.mp3 | https://commons.wikimedia.org/wiki/File:Lofi%20by%20Caden%20Currie.mp3
lofi-de | De-LoFi | https://commons.wikimedia.org/wiki/Special:Redirect/file/De-LoFi.ogg | https://commons.wikimedia.org/wiki/File:De-LoFi.ogg
lofi-hiphop | Lofi Hip-hop | https://opengameart.org/sites/default/files/lofihiphop.ogg | https://opengameart.org/content/lofi-hip-hop
lofi-music-001 | Lofi Music 001 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Lofi%20music%20001.wav | https://commons.wikimedia.org/wiki/File:Lofi%20music%20001.wav
lofi-perspective | Perspective | https://commons.wikimedia.org/wiki/Special:Redirect/file/Sappheiros%20-%20Perspective%20(Lofi%20Hip%20Hop).ogg | https://commons.wikimedia.org/wiki/File:Sappheiros%20-%20Perspective%20(Lofi%20Hip%20Hop).ogg
lofi-upbeat-raspberry | Lofi Hip Hop Upbeat | https://commons.wikimedia.org/wiki/Special:Redirect/file/Raspberrymusic%20-%20Lofi%20Hip%20Hop%20Upbeat.ogg | https://commons.wikimedia.org/wiki/File:Raspberrymusic%20-%20Lofi%20Hip%20Hop%20Upbeat.ogg
lyrics-auld-lang-syne | Auld Lang Syne | https://commons.wikimedia.org/wiki/Special:Redirect/file/Auld%20Lang%20Syne.ogg | https://commons.wikimedia.org/wiki/File:Auld%20Lang%20Syne.ogg
lyrics-debussy-ariettes-four | 被遗忘的咏叹调 IV | https://commons.wikimedia.org/wiki/Special:Redirect/file/Giorgi%20Latsabidze%20Ariettes%20Oubli%C3%A9es%204.ogg | https://commons.wikimedia.org/wiki/File:Giorgi%20Latsabidze%20Ariettes%20Oubli%C3%A9es%204.ogg
