# Soundist 电台音频完整下载地址
# 来源：prototypes/mobile-interactive/src/app/radioCatalog.ts
# 开放精选频道：24
# 曲目位置：312
# 去重音频：294
# 格式：ID | 标题 | 直接下载地址 | 来源页面

lyrics-debussy-ariettes-two | 被遗忘的咏叹调 II | https://commons.wikimedia.org/wiki/Special:Redirect/file/Giorgi%20Latsabidze%20Ariettes%20Oubli%C3%A9es2.ogg | https://commons.wikimedia.org/wiki/File:Giorgi%20Latsabidze%20Ariettes%20Oubli%C3%A9es2.ogg
lyrics-frankie-johnny | Frankie and Johnny | https://commons.wikimedia.org/wiki/Special:Redirect/file/FrankieandJohnny.ogg | https://commons.wikimedia.org/wiki/File:FrankieandJohnny.ogg
lyrics-kentucky-home | My Old Kentucky Home | https://commons.wikimedia.org/wiki/Special:Redirect/file/11%20Old%20Kentucky%20Home.ogg | https://commons.wikimedia.org/wiki/File:11%20Old%20Kentucky%20Home.ogg
lyrics-mozart-luise | Als Luise die Briefe ihres ungetreuen Liebhabers verbrannte | https://commons.wikimedia.org/wiki/Special:Redirect/file/Als%20Luise%20(Mozart).ogg | https://commons.wikimedia.org/wiki/File:Als%20Luise%20(Mozart).ogg
lyrics-mozart-violet | 紫罗兰 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Das%20Veilchen%20-%20Elen%20Ap%20Robert.ogg | https://commons.wikimedia.org/wiki/File:Das%20Veilchen%20-%20Elen%20Ap%20Robert.ogg
lyrics-old-black-joe | Old Black Joe | https://commons.wikimedia.org/wiki/Special:Redirect/file/Victor-74442-c16082.ogg | https://commons.wikimedia.org/wiki/File:Victor-74442-c16082.ogg
lyrics-old-folks | Old Folks at Home | https://commons.wikimedia.org/wiki/Special:Redirect/file/Foster%20-%20Schumann-Heink%20-%20Old%20Folks%20at%20Home%20(rec.%201918).ogg | https://commons.wikimedia.org/wiki/File:Foster%20-%20Schumann-Heink%20-%20Old%20Folks%20at%20Home%20(rec.%201918).ogg
lyrics-perfect-day | A Perfect Day | https://commons.wikimedia.org/wiki/Special:Redirect/file/APerfectDay1915.ogg | https://commons.wikimedia.org/wiki/File:APerfectDay1915.ogg
meditation-impromptu-one | Meditation Impromptu 01 | https://incompetech.com/music/royalty-free/mp3-royaltyfree/Meditation%20Impromptu%2001.mp3 | https://incompetech.com/music/royalty-free/index.html?isrc=USUAN1100163
meditation-impromptu-three | Meditation Impromptu 03 | https://incompetech.com/music/royalty-free/mp3-royaltyfree/Meditation%20Impromptu%2003.mp3 | https://incompetech.com/music/royalty-free/index.html?isrc=USUAN1100161
meditation-impromptu-two | Meditation Impromptu 02 | https://incompetech.com/music/royalty-free/mp3-royaltyfree/Meditation%20Impromptu%2002.mp3 | https://incompetech.com/music/royalty-free/index.html?isrc=USUAN1100162
mendelssohn-nocturne | 仲夏夜之梦：夜曲 | https://commons.wikimedia.org/wiki/Special:Redirect/file/A%20Midsummer%20Night's%20Dream%2C%20Op.%2061%20-%20Nocturne.ogg | https://commons.wikimedia.org/wiki/File:A%20Midsummer%20Night's%20Dream%2C%20Op.%2061%20-%20Nocturne.ogg
mendelssohn-scottish-adagio | 苏格兰交响曲 III：柔板 | https://commons.wikimedia.org/wiki/Special:Redirect/file/The%20Musopen%20Symphony%20Orchestra%20-%20Mendelssohn's%20Symphony%20No.%203%20in%20A%20minor%2C%20Op.%2056%2C%20MWV%20N%2018%20-%20III.%20Adagio.ogg | https://commons.wikimedia.org/wiki/File:The%20Musopen%20Symphony%20Orchestra%20-%20Mendelssohn's%20Symphony%20No.%203%20in%20A%20minor%2C%20Op.%2056%2C%20MWV%20N%2018%20-%20III.%20Adagio.ogg
mendelssohn-venetian-gondola-30-6 | 威尼斯船歌 Op.30 No.6 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Mendelssohn.Venetianisches.Gondellied.opus.30.6.ogg | https://commons.wikimedia.org/wiki/File:Mendelssohn.Venetianisches.Gondellied.opus.30.6.ogg
modern-piano-almost-f | Almost in F - Tranquillity | https://incompetech.com/music/royalty-free/mp3-royaltyfree/Almost%20in%20F%20-%20Tranquillity.mp3 | https://incompetech.com/music/royalty-free/music.html
modern-piano-at-rest | At Rest | https://incompetech.com/music/royalty-free/mp3-royaltyfree/At%20Rest.mp3 | https://incompetech.com/music/royalty-free/music.html
modern-piano-clean-soul | Clean Soul | https://incompetech.com/music/royalty-free/mp3-royaltyfree/Clean%20Soul.mp3 | https://incompetech.com/music/royalty-free/music.html
mozart-clarinet-adagio | 单簧管协奏曲 II：柔板 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Mozart%20Clarinet%20Concert%20-%202.%20Adagio.ogg | https://commons.wikimedia.org/wiki/File:Mozart%20Clarinet%20Concert%20-%202.%20Adagio.ogg
mozart-divertimento-113-three | 降E大调嬉游曲 K.113 III | https://commons.wikimedia.org/wiki/Special:Redirect/file/Divertimento%20in%20E-flat%20major%20-%20KV%20113%20-%203rd%20movement.oga | https://commons.wikimedia.org/wiki/File:Divertimento%20in%20E-flat%20major%20-%20KV%20113%20-%203rd%20movement.oga
mozart-divertimento-113-two | 降E大调嬉游曲 K.113 II | https://commons.wikimedia.org/wiki/Special:Redirect/file/Divertimento%20in%20E-flat%20major%20-%20KV%20113%20-%202nd%20movement.oga | https://commons.wikimedia.org/wiki/File:Divertimento%20in%20E-flat%20major%20-%20KV%20113%20-%202nd%20movement.oga
mozart-flute-harp-allegro | 长笛与竖琴协奏曲 I：快板 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Mozart%20-%20Concerto%20for%20Flute%20and%20Harp%20-%201.%20Allegro.ogg | https://commons.wikimedia.org/wiki/File:Mozart%20-%20Concerto%20for%20Flute%20and%20Harp%20-%201.%20Allegro.ogg
mozart-flute-harp-andantino | 长笛与竖琴协奏曲 II：行板 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Mozart%20-%20Concerto%20for%20Flute%20and%20Harp%20-%202.%20Andantino.ogg | https://commons.wikimedia.org/wiki/File:Mozart%20-%20Concerto%20for%20Flute%20and%20Harp%20-%202.%20Andantino.ogg
mozart-flute-harp-rondeau | 长笛与竖琴协奏曲 III：回旋快板 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Mozart%20-%20Concerto%20for%20Flute%20and%20Harp%20-%203.%20Rondeau%20Allegro.ogg | https://commons.wikimedia.org/wiki/File:Mozart%20-%20Concerto%20for%20Flute%20and%20Harp%20-%203.%20Rondeau%20Allegro.ogg
mozart-flute-k313 | G大调长笛协奏曲 K.313 I | https://commons.wikimedia.org/wiki/Special:Redirect/file/Wolfgang%20Amadeus%20Mozart%20-%20flute%20concerto%20in%20g%20major%2C%20k.%20313%20-%20i.%20allegro%20maestoso.ogg | https://commons.wikimedia.org/wiki/File:Wolfgang%20Amadeus%20Mozart%20-%20flute%20concerto%20in%20g%20major%2C%20k.%20313%20-%20i.%20allegro%20maestoso.ogg
mozart-k421-andante-musopen | D小调弦乐四重奏 K.421 II：行板 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Mozart%20-%20String%20Quartet%20No.%2015%20in%20D%20minor%2C%20K421%20-%20II.%20Andante%20(Musopen%20String%20Quartet).flac | https://commons.wikimedia.org/wiki/File:Mozart%20-%20String%20Quartet%20No.%2015%20in%20D%20minor%2C%20K421%20-%20II.%20Andante%20(Musopen%20String%20Quartet).flac
mozart-k421-four | D小调弦乐四重奏 K.421 IV | https://commons.wikimedia.org/wiki/Special:Redirect/file/06%20Mozart%20KV%20421%204.ogg | https://commons.wikimedia.org/wiki/File:06%20Mozart%20KV%20421%204.ogg
mozart-k421-one | D小调弦乐四重奏 K.421 I | https://commons.wikimedia.org/wiki/Special:Redirect/file/02%20Mozart%20KV%20421%201.ogg | https://commons.wikimedia.org/wiki/File:02%20Mozart%20KV%20421%201.ogg
mozart-k421-three | D小调弦乐四重奏 K.421 III | https://commons.wikimedia.org/wiki/Special:Redirect/file/04%20Mozart%20KV%20421%203.flac | https://commons.wikimedia.org/wiki/File:04%20Mozart%20KV%20421%203.flac
mozart-k421-two | D小调弦乐四重奏 K.421 II | https://commons.wikimedia.org/wiki/Special:Redirect/file/03%20Mozart%20KV%20421%202.flac | https://commons.wikimedia.org/wiki/File:03%20Mozart%20KV%20421%202.flac
mozart-k465-adagio-allegro | 不协和音四重奏 K.465 I | https://commons.wikimedia.org/wiki/Special:Redirect/file/Mozart%20-%20String%20Quartet%20No.%2019%20in%20C%20major%2C%20K465%20'Dissonance'%20-%20I.%20Adagio%20-%20Allegro%20(Musopen%20String%20Quartet).flac | https://commons.wikimedia.org/wiki/File:Mozart%20-%20String%20Quartet%20No.%2019%20in%20C%20major%2C%20K465%20'Dissonance'%20-%20I.%20Adagio%20-%20Allegro%20(Musopen%20String%20Quartet).flac
mozart-rondo-k511 | A小调回旋曲 K.511 | https://commons.wikimedia.org/wiki/Special:Redirect/file/David%20H%20Porter%20-%20Mozarts%20Rondo%20No%203%20in%20A%20Minor%20K%20511.ogg | https://commons.wikimedia.org/wiki/File:David%20H%20Porter%20-%20Mozarts%20Rondo%20No%203%20in%20A%20Minor%20K%20511.ogg
night-docks-trumpet | Night on the Docks | https://incompetech.com/music/royalty-free/mp3-royaltyfree/Night%20on%20the%20Docks%20-%20Trumpet.mp3 | https://incompetech.com/music/royalty-free/index.html?isrc=USUAN1100136
not-that-east | Not That East | https://opengameart.org/sites/default/files/NotThatEast.ogg | https://opengameart.org/content/sci-fi-adventure-eastern-quiet-piano-loop
cc0-etirwer | Etirwer | https://opengameart.org/sites/default/files/Etirwer%20%28Looped%29_0.ogg | https://opengameart.org/content/etirwer
cc0-serenade-guitar | Serenade Guitar | https://opengameart.org/sites/default/files/Serenade.wav | https://opengameart.org/content/serenade-guitar
cc0-frets | Frets | https://opengameart.org/sites/default/files/Frets.mp3 | https://opengameart.org/content/frets
cc0-middle-nowhere-remix | In the Middle of Nowhere Remix | https://opengameart.org/sites/default/files/in_the_middle_of_nowhere_remix_0.ogg | https://opengameart.org/content/in-the-middle-of-nowhere-remix
cc0-sunset-plains | Sunset Plains | https://opengameart.org/sites/default/files/sunset_plains.wav | https://opengameart.org/content/sunset-plains
cc0-jazzy-blues | Jazzy Blues | https://opengameart.org/sites/default/files/blues_0.mp3 | https://opengameart.org/content/jazzy-blues
cc0-blue-intermission | Blue Intermission | https://opengameart.org/sites/default/files/blue_intermission_1.ogg | https://opengameart.org/content/blue-intermission
cc0-fusion-jazz | (Basically not) Fusion Jazz | https://opengameart.org/sites/default/files/fusion%20jazz_0.ogg | https://opengameart.org/content/fusion-jazz
cc0-one-step | One Step at a Time | https://opengameart.org/sites/default/files/OneStepAtATIme.wav | https://opengameart.org/content/one-step-at-a-time
cc0-catchy-swing | Catchy Swing | https://opengameart.org/sites/default/files/catchyswing.ogg | https://opengameart.org/content/catchy-swing
organ-bach-526-one | C小调管风琴奏鸣曲 BWV 526 I | https://commons.wikimedia.org/wiki/Special:Redirect/file/Johann%20Sebastian%20Bach%20first%20movement%20Organ%20Sonata%20in%20C%20minor%20BWV%20526%20Hans%20Otto%20Silbermann-Organ.mp3 | https://commons.wikimedia.org/wiki/File:Johann%20Sebastian%20Bach%20first%20movement%20Organ%20Sonata%20in%20C%20minor%20BWV%20526%20Hans%20Otto%20Silbermann-Organ.mp3
organ-bach-529-one | C大调管风琴奏鸣曲 BWV 529 I | https://commons.wikimedia.org/wiki/Special:Redirect/file/Johann%20Sebastian%20Bach%20first%20movement%20Organ%20Sonata%20in%20C%20major%20BWV%20529%20Hans%20Otto%20Silbermann-Organ.mp3 | https://commons.wikimedia.org/wiki/File:Johann%20Sebastian%20Bach%20first%20movement%20Organ%20Sonata%20in%20C%20major%20BWV%20529%20Hans%20Otto%20Silbermann-Organ.mp3
organ-bach-543-fugue | A小调赋格 BWV 543 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Johann%20Sebastian%20Bach%20Fugue%20in%20A%20minor%20BWV%20543%20Robert%20K%C3%B6bler%20Silbermann-Organ.mp3 | https://commons.wikimedia.org/wiki/File:Johann%20Sebastian%20Bach%20Fugue%20in%20A%20minor%20BWV%20543%20Robert%20K%C3%B6bler%20Silbermann-Organ.mp3
organ-bach-543-prelude | A小调前奏曲 BWV 543 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Johann%20Sebastian%20Bach%20Prelude%20in%20A%20minor%20BWV%20543%20Robert%20K%C3%B6bler%20Silbermann-Organ.mp3 | https://commons.wikimedia.org/wiki/File:Johann%20Sebastian%20Bach%20Prelude%20in%20A%20minor%20BWV%20543%20Robert%20K%C3%B6bler%20Silbermann-Organ.mp3
organ-buxtehude-toccata | F大调托卡塔 BuxWV 161 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Buxtehude%20-%20Toccata%20in%20F-Dur%20BuxWV%20161.ogg | https://commons.wikimedia.org/wiki/File:Buxtehude%20-%20Toccata%20in%20F-Dur%20BuxWV%20161.ogg
organ-pachelbel-chorale | 来吧，异教徒的救主 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Johann%20Pachelbel%20Nun%20komm%20der%20Heiden%20Heiland.ogg | https://commons.wikimedia.org/wiki/File:Johann%20Pachelbel%20Nun%20komm%20der%20Heiden%20Heiland.ogg
organ-pachelbel-ciacona | F小调恰空 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Johann%20Pachelbel%20Ciacona%20in%20f-Moll.ogg | https://commons.wikimedia.org/wiki/File:Johann%20Pachelbel%20Ciacona%20in%20f-Moll.ogg
organ-pachelbel-fugue-13 | 第八调式圣母颂赋格 No.13 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Johann%20Pachelbel%20-%20Magnificat%20Octavi%20Toni%20Fugue%2013.ogg | https://commons.wikimedia.org/wiki/File:Johann%20Pachelbel%20-%20Magnificat%20Octavi%20Toni%20Fugue%2013.ogg
organ-pachelbel-toccata-e | E小调托卡塔 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Johann%20Pachelbel%20Toccata%20e-Moll.ogg | https://commons.wikimedia.org/wiki/File:Johann%20Pachelbel%20Toccata%20e-Moll.ogg
organ-pachelbel-toccata-f | F大调托卡塔 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Johann%20Pachelbel%20Toccata%20F-Dur.ogg | https://commons.wikimedia.org/wiki/File:Johann%20Pachelbel%20Toccata%20F-Dur.ogg
pachelbel-canon-kevin-macleod | D大调卡农：室内乐版 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Kevin%20MacLeod%20-%20Canon%20in%20D%20Major.ogg | https://commons.wikimedia.org/wiki/File:Kevin%20MacLeod%20-%20Canon%20in%20D%20Major.ogg
pachelbel-canon-piano-galloway | D大调卡农：钢琴版 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Pachelbel's%20Canon.ogg | https://commons.wikimedia.org/wiki/File:Pachelbel's%20Canon.ogg
purcell-abdelazer-suite | 阿布德拉泽组曲 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Purcell%20Henry%20-%20Abdelazer%20Suite.ogg | https://commons.wikimedia.org/wiki/File:Purcell%20Henry%20-%20Abdelazer%20Suite.ogg
rameau-gavotte-doubles | 加沃特与六段变奏 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Rameau-%20Nouvelles%20Suites%20de%20pi%C3%A8ces%20de%20clavecin-%20Suite%20en%20la%20mineur%20-%20Gavotte%20et%20six%20doubles.flac | https://commons.wikimedia.org/wiki/File:Rameau-%20Nouvelles%20Suites%20de%20pi%C3%A8ces%20de%20clavecin-%20Suite%20en%20la%20mineur%20-%20Gavotte%20et%20six%20doubles.flac
ravel-pavane-pd | 悼念公主的帕凡舞曲 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Maurice%20Ravel%20-%20Pavane%20pour%20une%20infante%20d%C3%A9funte.ogg | https://commons.wikimedia.org/wiki/File:Maurice%20Ravel%20-%20Pavane%20pour%20une%20infante%20d%C3%A9funte.ogg
respighi-intermezzo-serenata | 间奏曲：小夜曲 | https://commons.wikimedia.org/wiki/Special:Redirect/file/6-Pieces-for-Piano-VI.-Intermezzo-Serenata.ogg | https://commons.wikimedia.org/wiki/File:6-Pieces-for-Piano-VI.-Intermezzo-Serenata.ogg
rhapsody-blue | Rhapsody in Blue：钢琴独奏 | https://commons.wikimedia.org/wiki/Special:Redirect/file/George%20Gershwin's%20%22Rhapsody%20in%20Blue%22%20piano%20solo.ogg | https://commons.wikimedia.org/wiki/File:George%20Gershwin's%20%22Rhapsody%20in%20Blue%22%20piano%20solo.ogg
saint-saens-swan | 天鹅 | https://commons.wikimedia.org/wiki/Special:Redirect/file/20091104%20Alisa%20Weilerstein%20and%20Jason%20Yoder%20-%20Saint%20Sa%C3%ABns'%20The%20Swan.ogg | https://commons.wikimedia.org/wiki/File:20091104%20Alisa%20Weilerstein%20and%20Jason%20Yoder%20-%20Saint%20Sa%C3%ABns'%20The%20Swan.ogg
satie-gymnopedie-one-macleod | 第一号裸体舞曲 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Gymnopedie%20No.%201%20(ISRC%20USUAN1100787).mp3 | https://commons.wikimedia.org/wiki/File:Gymnopedie%20No.%201%20(ISRC%20USUAN1100787).mp3
scarlatti-k159 | C大调奏鸣曲 K.159 | https://commons.wikimedia.org/wiki/Special:Redirect/file/D-Scarlatti-Sonata-K159-C.ogg | https://commons.wikimedia.org/wiki/File:D-Scarlatti-Sonata-K159-C.ogg
scarlatti-k466 | F小调奏鸣曲 K.466 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Domenico.Scarlatti.Sonata.f.minor.Kirkpatrick.466.ogg | https://commons.wikimedia.org/wiki/File:Domenico.Scarlatti.Sonata.f.minor.Kirkpatrick.466.ogg
schubert-impromptu-d935-three | 降B大调即兴曲 D.935 No.3 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Schubert-%20Impromptu%20B-flat.ogg | https://commons.wikimedia.org/wiki/File:Schubert-%20Impromptu%20B-flat.ogg
schumann-kinderszenen-one | 童年情景 I：异国情景 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Robert%20Schumann%20-%20scenes%20from%20childhood%2C%20op.%2015%20-%20i.%20of%20foreign%20lands%20and%20peoples.ogg | https://commons.wikimedia.org/wiki/File:Robert%20Schumann%20-%20scenes%20from%20childhood%2C%20op.%2015%20-%20i.%20of%20foreign%20lands%20and%20peoples.ogg
schumann-kinderszenen-seven | 童年情景 VII：梦幻曲 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Robert%20Schumann%20-%20scenes%20from%20childhood%2C%20op.%2015%20-%20vii.%20dreaming.ogg | https://commons.wikimedia.org/wiki/File:Robert%20Schumann%20-%20scenes%20from%20childhood%2C%20op.%2015%20-%20vii.%20dreaming.ogg
schumann-kinderszenen-ten | 童年情景 X：几乎太认真 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Robert%20Schumann%20-%20scenes%20from%20childhood%2C%20op.%2015%20-%20x.%20almost%20too%20serious.ogg | https://commons.wikimedia.org/wiki/File:Robert%20Schumann%20-%20scenes%20from%20childhood%2C%20op.%2015%20-%20x.%20almost%20too%20serious.ogg
scriabin-prelude-67-1 | 前奏曲 Op.67 No.1 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Alexander%20Scriabin%20-%20prelude%20no.%201%2C%20op.%2067.ogg | https://commons.wikimedia.org/wiki/File:Alexander%20Scriabin%20-%20prelude%20no.%201%2C%20op.%2067.ogg
small-fire-guitar-loop | A Small Fire Will Do | https://opengameart.org/sites/default/files/a_small_fire_will_do.wav | https://opengameart.org/content/a-small-fire-will-do-calming-loop
smetana-moldau | 我的祖国：沃尔塔瓦河 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Bedrich%20Smetana%20-%20ma%20vlast%20-%20i.%20vltava%20'the%20moldau'.ogg | https://commons.wikimedia.org/wiki/File:Bedrich%20Smetana%20-%20ma%20vlast%20-%20i.%20vltava%20'the%20moldau'.ogg
solo-piano-four | Solo Piano 4 | https://opengameart.org/sites/default/files/solopiano4.ogg | https://opengameart.org/content/solo-piano-4
synth-hiphop | Friendly Evil Synth Hip-hop | https://commons.wikimedia.org/wiki/Special:Redirect/file/Friendly%20Evil%20Gangsta%20Synth%20Hip%20Hop.ogg | https://commons.wikimedia.org/wiki/File:Friendly%20Evil%20Gangsta%20Synth%20Hip%20Hop.ogg
tchaikovsky-seasons-april | 四季·四月：松雪草 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Tchaikovsky%20the%20Seasons%20April.ogg | https://commons.wikimedia.org/wiki/File:Tchaikovsky%20the%20Seasons%20April.ogg
tchaikovsky-seasons-august | 四季·八月：收获 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Tchaikovsky%20the%20Seasons%20August.ogg | https://commons.wikimedia.org/wiki/File:Tchaikovsky%20the%20Seasons%20August.ogg
tchaikovsky-seasons-december | 四季·十二月：圣诞 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Tchaikovsky%20the%20Seasons%20December.ogg | https://commons.wikimedia.org/wiki/File:Tchaikovsky%20the%20Seasons%20December.ogg
tchaikovsky-seasons-february | 四季·二月：狂欢节 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Tchaikovsky%20the%20Seasons%20February.ogg | https://commons.wikimedia.org/wiki/File:Tchaikovsky%20the%20Seasons%20February.ogg
tchaikovsky-seasons-january | 四季·一月：炉边 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Tchaikovsky%20the%20Seasons%20January.ogg | https://commons.wikimedia.org/wiki/File:Tchaikovsky%20the%20Seasons%20January.ogg
tchaikovsky-seasons-july | 四季·七月：割草人之歌 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Tchaikovsky%20the%20Seasons%20July.ogg | https://commons.wikimedia.org/wiki/File:Tchaikovsky%20the%20Seasons%20July.ogg
tchaikovsky-seasons-june | 四季·六月：船歌 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Tchaikovsky%20the%20Seasons%20June.ogg | https://commons.wikimedia.org/wiki/File:Tchaikovsky%20the%20Seasons%20June.ogg
tchaikovsky-seasons-march | 四季·三月：云雀之歌 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Tchaikovsky%20the%20Seasons%20March.ogg | https://commons.wikimedia.org/wiki/File:Tchaikovsky%20the%20Seasons%20March.ogg
tchaikovsky-seasons-may | 四季·五月：白夜 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Tchaikovsky%20the%20Seasons%20May.ogg | https://commons.wikimedia.org/wiki/File:Tchaikovsky%20the%20Seasons%20May.ogg
tchaikovsky-seasons-november | 四季·十一月：雪橇 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Tchaikovsky%20the%20Seasons%20November.ogg | https://commons.wikimedia.org/wiki/File:Tchaikovsky%20the%20Seasons%20November.ogg
tchaikovsky-seasons-october | 四季·十月：秋之歌 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Tchaikovsky%20the%20Seasons%20October.ogg | https://commons.wikimedia.org/wiki/File:Tchaikovsky%20the%20Seasons%20October.ogg
tchaikovsky-seasons-september | 四季·九月：狩猎 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Tchaikovsky%20the%20Seasons%20September.ogg | https://commons.wikimedia.org/wiki/File:Tchaikovsky%20the%20Seasons%20September.ogg
tiny-movement | Tiny Movement | https://opengameart.org/sites/default/files/tiny_movement.mp3 | https://opengameart.org/content/tiny-movement
vivaldi-double-one | D小调双小提琴协奏曲 I | https://commons.wikimedia.org/wiki/Special:Redirect/file/Antonio%20Vivaldi%20-%20Concerto%20for%20Two%20Violins%20in%20D%20minor%20Op.%203%20No.%2011%20-%201.%20Allegro%20-%20Adagio%20e%20spiccato%20-%20Allegro.ogg | https://commons.wikimedia.org/wiki/File:Antonio%20Vivaldi%20-%20Concerto%20for%20Two%20Violins%20in%20D%20minor%20Op.%203%20No.%2011%20-%201.%20Allegro%20-%20Adagio%20e%20spiccato%20-%20Allegro.ogg
vivaldi-double-three | D小调双小提琴协奏曲 III | https://commons.wikimedia.org/wiki/Special:Redirect/file/Antonio%20Vivaldi%20-%20Concerto%20for%20Two%20Violins%20in%20D%20minor%20Op.%203%20No.%2011%20-%203.%20Allegro.ogg | https://commons.wikimedia.org/wiki/File:Antonio%20Vivaldi%20-%20Concerto%20for%20Two%20Violins%20in%20D%20minor%20Op.%203%20No.%2011%20-%203.%20Allegro.ogg
vivaldi-double-two | D小调双小提琴协奏曲 II | https://commons.wikimedia.org/wiki/Special:Redirect/file/Antonio%20Vivaldi%20-%20Concerto%20for%20Two%20Violins%20in%20D%20minor%20Op.%203%20No.%2011%20-%202.%20Largo%20e%20spiccato.ogg | https://commons.wikimedia.org/wiki/File:Antonio%20Vivaldi%20-%20Concerto%20for%20Two%20Violins%20in%20D%20minor%20Op.%203%20No.%2011%20-%202.%20Largo%20e%20spiccato.ogg
vivaldi-notte-four | 夜之协奏曲 IV | https://commons.wikimedia.org/wiki/Special:Redirect/file/Antonio%20Vivaldi%20-%20La%20Notte%20-%204.ogg | https://commons.wikimedia.org/wiki/File:Antonio%20Vivaldi%20-%20La%20Notte%20-%204.ogg
vivaldi-notte-one | 夜之协奏曲 I | https://commons.wikimedia.org/wiki/Special:Redirect/file/Antonio%20Vivaldi%20-%20La%20Notte%20-%201.ogg | https://commons.wikimedia.org/wiki/File:Antonio%20Vivaldi%20-%20La%20Notte%20-%201.ogg
vivaldi-notte-three | 夜之协奏曲 III | https://commons.wikimedia.org/wiki/Special:Redirect/file/Antonio%20Vivaldi%20-%20La%20Notte%20-%203.ogg | https://commons.wikimedia.org/wiki/File:Antonio%20Vivaldi%20-%20La%20Notte%20-%203.ogg
vivaldi-notte-two | 夜之协奏曲 II | https://commons.wikimedia.org/wiki/Special:Redirect/file/Antonio%20Vivaldi%20-%20La%20Notte%20-%202.ogg | https://commons.wikimedia.org/wiki/File:Antonio%20Vivaldi%20-%20La%20Notte%20-%202.ogg
vivaldi-recorder-three | 竖笛协奏曲 III | https://commons.wikimedia.org/wiki/Special:Redirect/file/Antonio%20Vivaldi%20-%20concerto%20for%20recorder%20-%203.ogg | https://commons.wikimedia.org/wiki/File:Antonio%20Vivaldi%20-%20concerto%20for%20recorder%20-%203.ogg
vivaldi-recorder-two | 竖笛协奏曲 II | https://commons.wikimedia.org/wiki/Special:Redirect/file/Antonio%20Vivaldi%20-%20concerto%20for%20recorder%20-%202.ogg | https://commons.wikimedia.org/wiki/File:Antonio%20Vivaldi%20-%20concerto%20for%20recorder%20-%202.ogg
vivaldi-winter-allegro | 冬 III：快板 | https://commons.wikimedia.org/wiki/Special:Redirect/file/12%20-%20Vivaldi%20Winter%20mvt%203%20Allegro%20-%20John%20Harrison%20violin.ogg | https://commons.wikimedia.org/wiki/File:12%20-%20Vivaldi%20Winter%20mvt%203%20Allegro%20-%20John%20Harrison%20violin.ogg
vivaldi-winter-largo | 冬 II：广板 | https://commons.wikimedia.org/wiki/Special:Redirect/file/11%20-%20Vivaldi%20Winter%20mvt%202%20Largo%20-%20John%20Harrison%20violin.ogg | https://commons.wikimedia.org/wiki/File:11%20-%20Vivaldi%20Winter%20mvt%202%20Largo%20-%20John%20Harrison%20violin.ogg
weber-grand-duo-andante | 大二重奏 II：流动的行板 | https://commons.wikimedia.org/wiki/Special:Redirect/file/Weber%20-%20Grand%20Duo%20Concertant%20for%20clarinet%20and%20piano%20-%202.%20Andante%20con%20moto.ogg | https://commons.wikimedia.org/wiki/File:Weber%20-%20Grand%20Duo%20Concertant%20for%20clarinet%20and%20piano%20-%202.%20Andante%20con%20moto.ogg
white-lotus | White Lotus | https://incompetech.com/music/royalty-free/mp3-royaltyfree/White%20Lotus.mp3 | https://incompetech.com/music/royalty-free/index.html?isrc=USUAN1300044
