"asset_path"	"bytes"	"sha256"	"staging_source_path"	"staging_source_sha256"	"upstream_path"	"upstream_sha256"	"exact_match"	"upstream_repository"	"upstream_commit"	"upstream_declared_license_families"	"per_file_license_status"
"app/src/main/assets/sounds/animals/beehive.mp3"	"978816"	"97a42f09b8b4bf2bb2b6eceb7f1f67a7cde599d16252140102fcf4c3af41c6a8"	"public/sounds/animals/beehive.mp3"	"97a42f09b8b4bf2bb2b6eceb7f1f67a7cde599d16252140102fcf4c3af41c6a8"	"public/sounds/animals/beehive.mp3"	"97a42f09b8b4bf2bb2b6eceb7f1f67a7cde599d16252140102fcf4c3af41c6a8"	"true"	"https://github.com/remvze/moodist.git"	"983f7412e8cd054e76d156977c563da2028e4428"	"Pixabay Content License OR CC0 1.0"	"not-published-by-upstream"
"app/src/main/assets/sounds/animals/birds.mp3"	"2059536"	"f9b022ed2df9f727a8e84e614b25965112dfe2bbb30cdf8c3db0442ae1eed489"	"public/sounds/animals/birds.mp3"	"f9b022ed2df9f727a8e84e614b25965112dfe2bbb30cdf8c3db0442ae1eed489"	"public/sounds/animals/birds.mp3"	"f9b022ed2df9f727a8e84e614b25965112dfe2bbb30cdf8c3db0442ae1eed489"	"true"	"https://github.com/remvze/moodist.git"	"983f7412e8cd054e76d156977c563da2028e4428"	"Pixabay Content License OR CC0 1.0"	"not-published-by-upstream"
"app/src/main/assets/sounds/animals/cat-purring.mp3"	"450384"	"a779a2a3fe77b08722517e2e1a4f8ecbfb59a6282a74e46f0e9244d6cfdf230e"	"public/sounds/animals/cat-purring.mp3"	"a779a2a3fe77b08722517e2e1a4f8ecbfb59a6282a74e46f0e9244d6cfdf230e"	"public/sounds/animals/cat-purring.mp3"	"a779a2a3fe77b08722517e2e1a4f8ecbfb59a6282a74e46f0e9244d6cfdf230e"	"true"	"https://github.com/remvze/moodist.git"	"983f7412e8cd054e76d156977c563da2028e4428"	"Pixabay Content License OR CC0 1.0"	"not-published-by-upstream"
"app/src/main/assets/sounds/animals/chickens.mp3"	"5017248"	"c869f4c5e046d7fefca787363fbec4f466fbf2be5493954eca9ee11a67397d38"	"public/sounds/animals/chickens.mp3"	"c869f4c5e046d7fefca787363fbec4f466fbf2be5493954eca9ee11a67397d38"	"public/sounds/animals/chickens.mp3"	"c869f4c5e046d7fefca787363fbec4f466fbf2be5493954eca9ee11a67397d38"	"true"	"https://github.com/remvze/moodist.git"	"983f7412e8cd054e76d156977c563da2028e4428"	"Pixabay Content License OR CC0 1.0"	"not-published-by-upstream"
"app/src/main/assets/sounds/animals/cows.mp3"	"557928"	"a1675bfe879d428e9e0079c1ca40ab583774489c1b26894e3e0c25bd0f8516d8"	"public/sounds/animals/cows.mp3"	"a1675bfe879d428e9e0079c1ca40ab583774489c1b26894e3e0c25bd0f8516d8"	"public/sounds/animals/cows.mp3"	"a1675bfe879d428e9e0079c1ca40ab583774489c1b26894e3e0c25bd0f8516d8"	"true"	"https://github.com/remvze/moodist.git"	"983f7412e8cd054e76d156977c563da2028e4428"	"Pixabay Content License OR CC0 1.0"	"not-published-by-upstream"
"app/src/main/assets/sounds/animals/crickets.mp3"	"2841144"	"126bf1620193fa43a711d3cf6658a06f9fef5bd4eb42bf2ae48da0da1b73605c"	"public/sounds/animals/crickets.mp3"	"126bf1620193fa43a711d3cf6658a06f9fef5bd4eb42bf2ae48da0da1b73605c"	"public/sounds/animals/crickets.mp3"	"126bf1620193fa43a711d3cf6658a06f9fef5bd4eb42bf2ae48da0da1b73605c"	"true"	"https://github.com/remvze/moodist.git"	"983f7412e8cd054e76d156977c563da2028e4428"	"Pixabay Content License OR CC0 1.0"	"not-published-by-upstream"
"app/src/main/assets/sounds/animals/crows.mp3"	"775776"	"d39e6732f7713152f697de53053feffe10fc911aa6b7494e01bdca2731edabf1"	"public/sounds/animals/crows.mp3"	"d39e6732f7713152f697de53053feffe10fc911aa6b7494e01bdca2731edabf1"	"public/sounds/animals/crows.mp3"	"d39e6732f7713152f697de53053feffe10fc911aa6b7494e01bdca2731edabf1"	"true"	"https://github.com/remvze/moodist.git"	"983f7412e8cd054e76d156977c563da2028e4428"	"Pixabay Content License OR CC0 1.0"	"not-published-by-upstream"
"app/src/main/assets/sounds/animals/dog-barking.mp3"	"226488"	"470bd3edaf2e37f3f0c78f0779d773ae59466e4965494875f1c0f4de6bfe0604"	"public/sounds/animals/dog-barking.mp3"	"470bd3edaf2e37f3f0c78f0779d773ae59466e4965494875f1c0f4de6bfe0604"	"public/sounds/animals/dog-barking.mp3"	"470bd3edaf2e37f3f0c78f0779d773ae59466e4965494875f1c0f4de6bfe0604"	"true"	"https://github.com/remvze/moodist.git"	"983f7412e8cd054e76d156977c563da2028e4428"	"Pixabay Content License OR CC0 1.0"	"not-published-by-upstream"
"app/src/main/assets/sounds/animals/frog.mp3"	"1572960"	"c41fbbbfbe896a11fd19c0f8dc9185a000462239ff971625ac8eaedd05480b8c"	"public/sounds/animals/frog.mp3"	"c41fbbbfbe896a11fd19c0f8dc9185a000462239ff971625ac8eaedd05480b8c"	"public/sounds/animals/frog.mp3"	"c41fbbbfbe896a11fd19c0f8dc9185a000462239ff971625ac8eaedd05480b8c"	"true"	"https://github.com/remvze/moodist.git"	"983f7412e8cd054e76d156977c563da2028e4428"	"Pixabay Content License OR CC0 1.0"	"not-published-by-upstream"
"app/src/main/assets/sounds/animals/horse-gallop.mp3"	"169968"	"60d455c6d45732b21fdc3fdfc3c517a37d5f0248e3b7b3274939ab2177e633e6"	"public/sounds/animals/horse-gallop.mp3"	"60d455c6d45732b21fdc3fdfc3c517a37d5f0248e3b7b3274939ab2177e633e6"	"public/sounds/animals/horse-gallop.mp3"	"60d455c6d45732b21fdc3fdfc3c517a37d5f0248e3b7b3274939ab2177e633e6"	"true"	"https://github.com/remvze/moodist.git"	"983f7412e8cd054e76d156977c563da2028e4428"	"Pixabay Content License OR CC0 1.0"	"not-published-by-upstream"
